Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7698,Aux Crus de Bourgogne,"3 Rue Bachaumont, 75002 Paris, France",paris,Restaurant français,http://auxcrusdebourgogne.com/,+33 1 42 33 48 24,reservations@auxcrusdebourgogne.com,0,Restaurant français,web,2,20,pas_https(+15); no_favicon(+5),a_verifier,,
7699,Benihana Paris,"163 Rue Saint-Honoré, 75001 Paris, France",paris,Restaurant japonais,https://www.benihana.fr/,+33 1 86 04 06 44,reservations@benihana.fr,0,Restaurant japonais,web,35,,benihana.fr = réseau international — grand compte,a_verifier,,
7700,La Corte,"320 Rue Saint-Honoré, 75001 Paris, France",paris,Restaurant italien,,+33 1 42 60 45 27,,,Restaurant italien,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7701,Le Louis,"31 Rue Coquillière, 75001 Paris, France",paris,Restaurant français,https://le-louis.fr/,+33 1 42 33 56 17,reservation@le-louis.fr,0,Restaurant français,web,1,5,no_favicon(+5),,,
7702,PHOTOGRAPHIE,"6-8 Rue Duphot, 75001 Paris, France",paris,Restaurant gastronomique,https://www.leburgundy.com/fr/restaurant-le-baudelaire.html,+33 1 71 19 49 11,contact@leburgundy.com,0,Restaurant gastronomique,web,35,,leburgundy.com = hôtel 5* — grand compte,a_verifier,,
7703,CHARLY SAINT-HONORÉ,"36 Pl. du Marché Saint-Honoré, 75001 Paris, France",paris,Restaurant,http://charlybunsparis.com/,+33 1 42 60 36 67,charlybuns@gmail.com,0,Restaurant,web,4,100,DNS introuvable (site cassé),a_contacter,,
7704,FICO,"31 Rue Coquillière, 75001 Paris, France",paris,Restaurant italien,http://www.ilficoparis.com/,+33 1 44 82 55 23,reservations@ilficoparis.com,0,Restaurant italien,web,2,25,pas_https(+15); no_favicon(+5); no_og(+5),a_verifier,,
7705,Raffiné 🥩,"194B Rue de Rivoli, 75001 Paris, France",paris,Restaurant de viande,https://www.raffine-paris.com/,+33 1 88 61 35 61,raffine.rivoli@hotmail.com,0,Restaurant de viande,web,1,0,Site moderne,,,
7706,DAVID,"20 Rue du Louvre, 75001 Paris, France",paris,Restaurant gastronomique,https://www.anne-sophie-pic.com/paris/#damedepic,+33 1 42 60 40 40,presse@groupe-pic.com,0,Restaurant gastronomique,web,35,,anne-sophie-pic.com = groupe Anne-Sophie Pic — grand compte,a_verifier,,
7707,CAFE SAINT HONORÉ,"194 Rue Saint-Honoré, 75001 Paris, France",paris,Restaurant,https://www.cafesainthonore.fr/,0142614931,,,Restaurant,web,2,20,pas_https(+15); no_favicon(+5),a_verifier,,
7708,Le Relais du Louvre,"3 Rue du Louvre, 75001 Paris, France",paris,Restaurant,http://lerelaisdulouvre.com/,0215981602,contact@lerelaisdulouvre.com,,Restaurant,web,2,20,pas_https(+15); no_og(+5),a_verifier,,
7709,OPINION,"2 Rue Cambon, 75001 Paris, France",paris,Brasserie,http://brasserieflottes.fr/fr,0142608089,,,Brasserie,web,1,5,no_og(+5),,,
7710,Le Tout-Paris,"8 Quai du Louvre, 75001 Paris, France",paris,Restaurant français,http://letoutparis.fr/?y_source=1_MjM2NzUwMDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+33 1 79 35 50 22,,,Restaurant français,web,35,,letoutparis.fr = groupe Cheval Blanc — grand compte,a_verifier,,
7711,amarante restaurant paris 75012,"4 Rue Biscornet, 75012 Paris, France",paris,Restaurant français,http://www.amarante.paris/,+33 7 67 33 21 25,nasr.al-ozaibi@amarante.paris,,Restaurant français,web,2,25,pas_https(+15); no_favicon(+5); no_og(+5),a_verifier,,
7712,L'Alivi,"27 Rue du Roi de Sicile, 75004 Paris, France",paris,Restaurant français,https://www.restaurant-alivi.com/,0148879020,,,Restaurant français,web,1,0,Site moderne,,,
7713,Le P'tit Bistrot,"8 Rue Saint-Martin, 75004 Paris, France",paris,Bistro,,+33 1 42 78 55 80,,,Bistro,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7714,Pomelo Bistrot - Restaurant à Paris 2e,,paris,Bistro,https://pomelobistrot.com/,0140130731,pomelo.bistrot@gmail.com,,Bistro,web,4,100,DNS introuvable (site cassé),a_contacter,,
7715,ORTO PARIS,"75 Rue des Gravilliers, 75003 Paris, France",paris,Restaurant italien,http://www.orto.fr/,0999999999,contact@orto.fr,0,Restaurant italien,web,3,40,pas_https(+15); generator_Wix.com Website Builder(+20); no_og(+5),a_contacter,,
7716,La Jacobine,61 Rue Saint-André des Arts 75006 PARIS,paris,Restaurant français,https://lajacobine.fr/,0146341595,,,Restaurant français,web,1,5,no_favicon(+5),,,
7717,Le Marais Restaurant Paris,"47 R. de Turbigo, 75003 Paris, France",paris,Restaurant méditerranéen,https://www.privateaser.com/lieu/44897-le-marais-restaurant,+33 9 87 36 09 13,,0,Restaurant méditerranéen,web,2,,privateaser.com = plateforme — pas de site propre,a_verifier,,
7718,Astair,"19 Pass. des Panoramas, 75002 Paris, France",parisien,Restaurant français,http://www.astair.paris/,0981295095,info@astair.paris,,Restaurant français,web,1,15,pas_https(+15),,,
7719,L’Empire Brasserie,"108 Rue Réaumur, 75002 Paris, France",parisien,Brasserie,https://www.lempirebrasserie.com/,+33 1 42 36 11 12,,,Brasserie,web,2,,"403 anti-bot (site réel, non analysable)",a_verifier,,
7720,MARCHAND,"5 Rue du Nil, 75002 Paris, France",parisien,Restaurant français,http://www.frenchie-ruedunil.com/,+33 1 40 39 96 19,reservations@frenchie-restaurant.com,0,Restaurant français,web,2,20,pas_https(+15); no_favicon(+5),a_verifier,,
