Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7562,Un jour à Peyrassol,"13 Rue Vivienne, 75002 Paris, France",paris,Restaurant,,+33 1 42 60 12 92,,,Restaurant,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7563,La Belle Maison,"88 Rue Lepic, 75018 Paris, France",paris,Restaurant français,https://www.labellemaisonparis.com/,0345826584,contact@lbm.fr,,Restaurant français,web,1,5,no_webp(+5),,,
7564,Restaurant Pantagruel Paris,"10 Rue de Richelieu, 75001 Paris, France",paris,Restaurant gastronomique,https://www.restaurant-pantagruel.com/,0173747728,restaurant.pantagruel@gmail.com,,Restaurant gastronomique,web,2,25,generator_Wix.com Website Builder(+20); no_og(+5),a_verifier,,
7565,ASPIC,,paris,Restaurant gastronomique,http://www.aspic-restaurant.fr/,0982493098,,,Restaurant gastronomique,web,1,15,pas_https(+15),,,
7566,Deux Restaurant : Bistrot de chefs,,paris,Restaurant français,https://www.deux-restaurant.fr/,0105585876,contact@deux-restaurant.fr,,Restaurant français,web,1,0,Site moderne,,,
7567,Naï Naï - Bistrot chic asiatique,"93 Rue de la Victoire, 75009 Paris, France",paris,Restaurant asiatique,https://nai-nai-restaurant.fr/,0983739216,,,Restaurant asiatique,web,1,0,Site moderne,,,
7568,GERAUD,61 RUE DE CHABROL 75010 PARIS TVA intracommunautaire,paris,Restaurant gastronomique,https://mache.restaurant/,,reservation@mache.restaurant,56.00000000000001,Restaurant gastronomique,web,1,0,Site moderne,,,
7569,La Padellina,1 rue Chaptal 75009 Paris,paris,Restaurant italien,https://www.lapadellina.com/,0142811501,contact@lapadellina.fr,59,Restaurant italien,web,1,10,no_favicon(+5); no_webp(+5),,,
7570,Bistro L'Olivier,"88 Rue Ordener, 75018 Paris, France",paris,Restaurant,https://www.lolivierparis.fr/,+33 1 46 06 46 14,,,Restaurant,web,1,0,Site moderne,,,
7571,CASAOSTRA,,paris,Restaurant,https://www.ostra.fr/,0143540100,ostraparis@gmail.com,,Restaurant,web,1,0,Site moderne,,,
7572,Bombance,"40 Rue des Blancs Manteaux, 75004 Paris, France",paris,Restaurant,https://bombanceparis.fr/,+33 1 45 35 44 62,bombance.paris@gmail.com,74,Restaurant,web,1,0,Site moderne,,,
7573,Vertueux,,paris,Restaurant,https://restaurantvertueux.com/,0222333846,contact@restaurantvertueux.com,,Restaurant,web,1,0,Site moderne,,,
7574,St Germain Restaurant notre dame Paris 5,18 Boulevard Saint Germain 75005 Paris France Nous contacter par e-mail cafebdsaintgermain,paris,Restaurant,https://cafesaintgermain.metro.bar/?lang=fr,0974641319,cafebdsaintgermain@gmail.com,56.00000000000001,Restaurant,web,1,0,Site moderne,,,
7575,LArchimede | Restaurant Republique Paris 10 (Canal Saint Martin) | Terrasse,11 RUE MARIE ET LOUISE 75010 PARIS -,paris,Restaurant français,https://larchimede.paris/,0973222817,,62,Restaurant français,web,1,0,Site moderne,,,
7576,DUCREUX,,paris,Restaurant français,http://www.sacreefleur.fr/,0142516618,restosacreefleur@gmail.com,77,Restaurant français,web,3,40,pas_https(+15); generator_Wix.com Website Builder(+20); no_og(+5),a_contacter,,
7577,Le Chef Thaï,"59 Rue des Gravilliers, 75003 Paris, France",parisien,Restaurant thaï,http://www.chef-thai.com/,+33 1 71 70 29 30,contact@chef-thai.com,0,Restaurant thaï,web,2,25,pas_https(+15); no_og(+5); no_webp(+5),a_verifier,,
7578,Horiz,"8 rue au maire, 4 Rue Volta, 75003 Paris, France",parisien,Restaurant de cuisine fusion asiatique,https://horizparis.com/,0143319840,contact@horizparis.com,57.99999999999999,Restaurant de cuisine fusion asiatique,web,3,45,non_responsive(+40); no_favicon(+5),a_contacter,,
7579,Balou Paris 3,"9-11 Rue aux Ours, 75003 Paris, France",parisien,Bar à tapas,https://www.brasseriebalou.fr/,0223337494,contact@brasseriebalou.fr,82,Bar à tapas,web,2,25,generator_Wix.com Website Builder(+20); no_og(+5),a_verifier,,
7580,Restaurant L'Oyat,"11 Rue Notre Dame de Nazareth, 75003 Paris, France",parisien,Restaurant français,https://restaurantloyat.fr/,+33 1 42 72 51 77,restaurantloyat@gmail.com,0,Restaurant français,web,1,0,Site moderne,,,
7581,JEAN-EUDES,"58 Bd de Sébastopol, 75003 Paris, France",parisien,Restaurant français,https://www.sacrefrenchy.com/,+33 1 42 74 55 63,bonjour@sacrefrenchy.com,14.000000000000002,Restaurant français,web,1,0,Site moderne,,,
7582,Joon,"13 Rue Commines, 75003 Paris, France",parisien,hotellerie_restauration,https://www.restaurantjoon.com/,+33 9 88 55 37 04,,56.00000000000001,hotellerie_restauration,web,2,,"403 anti-bot (site réel, non analysable)",a_verifier,,
7583,Le Colimaçon marais,"44 Rue Vieille du Temple, 75004 Paris, France",parisien,Restaurant français,https://le-colimacon.fr/,0993317495,contactcolimacon@gmail.com,0,Restaurant français,web,1,5,no_favicon(+5),,,
7584,Bonnard - Restaurant végétarien à Paris 3,"18 Rue des Gravilliers, 75003 Paris, France",parisien,Restaurant végétarien,https://www.bonnard-marais.com/,0913755825,contact@bonnard-marais.com,35,Restaurant végétarien,web,2,20,pas_https(+15); no_favicon(+5),a_verifier,,
7585,Bouillon République,"39 Bd du Temple, 75003 Paris, France",parisien,Restaurant français,https://bouillonlesite.com/bouillon-republique,+33 1 42 59 69 31,reservation@bouillonlesite.com,42,Restaurant français,web,1,5,no_favicon(+5),,,
