Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7026,lacliniquelaser.com,,Marseille,cliniques_esthetiques,https://lacliniquelaser.com,0413244757,,0,cliniques_esthetiques,general,30,5,"Site tres recent et complet (blog actif, Doctolib, tarifs 2026, 2 centres Marseille+Nice). Aucun besoin detecte.",,,
7027,estheticon.fr,,Lyon,cliniques_esthetiques,https://estheticon.fr,,,0,cliniques_esthetiques,general,40,35,"URL pointee = portail communautaire international Estheticon (referencement de chirurgiens esthetiques), PAS une clinique locale. Donnee scrapee non fiable : vraie clinique a identifier.",a_verifier,,
7028,CONCEPTION,61 avenue Franklin D. Roosevelt 75008 Paris,Lyon,cliniques_esthetiques,https://clinique-des-champs-elysees-lyon.fr,,,0,cliniques_esthetiques,general,30,5,"Clinique des Champs-Elysees de Lyon - vrai site vitrine moderne (2026), RDV en ligne, contenu a jour. Aucune opportunite immediate.",,,
7029,centre-dermatologique-esthetique-lyon.fr,51 Rue de la bourse 69002 - LYON Tél,Lyon,cliniques_esthetiques,https://centre-dermatologique-esthetique-lyon.fr,0472569040,contact@cdelyon.fr,0,cliniques_esthetiques,general,30,10,"Site professionnel a jour (2026), email/tel directs (contact@cdelyon.fr). Aucun besoin detecte.",,,
7030,villa-des-monts-dor.fr,,Lyon,cliniques_esthetiques,https://villa-des-monts-dor.fr,0472826943,,0,cliniques_esthetiques,general,30,5,"Site moderne et actif (blog actualites 2026, devis + RDV en ligne). Aucune opportunite.",,,
7031,cliniqueesthetique.com,,Lyon,cliniques_esthetiques,https://cliniqueesthetique.com,,info@cliniqueesthetique.com,0,cliniques_esthetiques,general,65,45,"Vraie clinique Duquesne Lyon, mais site date (copyright 2020), dernieres actualites 2022 voir 2015, design ancien. Contact direct (tel 04 78 94 37 79, email). Bonne opportunite de refonte.",a_contacter,,
7032,nuevadermparis.com,,Paris,cliniques_esthetiques,https://nuevadermparis.com,,contact@nuevaderm-paris.com,0,cliniques_esthetiques,general,30,5,"Site premium tres recent (2026), contact email direct, cartographie complete des soins. Rien a signaler.",,,
7033,arthestic.com,,Paris,cliniques_esthetiques,https://arthestic.com,,,0,cliniques_esthetiques,general,30,10,"Centre Arthestic Paris (Madeleine). Site sain et moderne (10 ans d'expertise, presse M6/Figaro, RDV en ligne). L'erreur scraper = TLS/anti-bot, pas un site casse.",,,
7034,docteurranadbouk.com,60 Cours Franklin Roosevelt - 69006 LYON -,Lyon,cliniques_esthetiques,https://docteurranadbouk.com,0472752623,,0,cliniques_esthetiques,general,30,5,"Site medecin a jour (copyright 2014-2026), Doctolib + RDV en ligne, contact direct. Rien d'urgent.",,,
7035,dr-michael-atlan.fr,,Lyon,cliniques_esthetiques,https://dr-michael-atlan.fr,0184192300,,0,cliniques_esthetiques,general,30,5,"Site moderne (Doctolib, tel direct). A noter : cabinet a Issy-les-Moulineaux (CSV indique Lyon). Aucun besoin web detecte.",,,
7036,FRÉDÉRIC,,Lyon,cliniques_esthetiques,https://docteurpicard.com,0699449998,,0,cliniques_esthetiques,general,30,5,"Site dernier cri (blog 2026, Instagram, tarifs), RDV en ligne. Aucune opportunite. (CSV ville Lyon mais cabinet Paris 16).",,,
7037,VALÉRIE,2 rue Kellermann 59100 Roubaix,Lyon,cliniques_esthetiques,https://medecine-esthetique-lyon.com,0472615985,contact@medecine-esthetique-lyon.com,0,cliniques_esthetiques,general,55,30,"Site date (copyright 2018), design simple et ancien, actualites obsoletes. Contact direct (tel 04 72 61 59 85, email). Opportunite de refonte reelle.",a_contacter,,
7038,dermo-laser-lyon.fr,,Lyon,cliniques_esthetiques,https://dermo-laser-lyon.fr,0104132126,contact@dermo-laser-lyon.fr,0,cliniques_esthetiques,general,30,5,"Site tres recent (2026, 5 medecins, tarifs des 45E, sauvegarder protocol). Contact direct. Rien a signaler.",,,
7039,centrelaser.cliniquecrillon.com,,Lyon,cliniques_esthetiques,https://centrelaser.cliniquecrillon.com,0478173736,contact@cliniquecrillon.com,0,cliniques_esthetiques,general,30,5,"Sous-domaine de la Clinique Crillon Lyon - site vitrine riche et recent, RDV + tarifs. Aucun besoin detecte.",,,
7040,clmo.fr,,Lyon,cliniques_esthetiques,https://clmo.fr,0478646995,contact@clmo.fr,0,cliniques_esthetiques,general,30,5,URL redirigee vers le groupe Beaujour (12 centres) - tres moderne (blog 2026). Noter que clmo.fr n'est pas un site dedie mais un renvoi groupe.,,,
7041,cabinetjeanpierregobin.fr,,Lyon,cliniques_esthetiques,https://cabinetjeanpierregobin.fr,0478588000,contact@idea-fr.com,0,cliniques_esthetiques,general,70,50,"Vrai centre laser Lyon, mais site TRES date (copyright 2012), structure ancienne. Email de contact = agence web id&a (non direct) ; tel direct 04 78 58 80 00. Forte opportunite de refonte.",a_contacter,,
7042,medecine-esthetique-nord.fr,,Lille,cliniques_esthetiques,https://medecine-esthetique-nord.fr,0783593469,sara.allahyari@medecine-esthetique-nord.fr,0,cliniques_esthetiques,general,30,10,"Site simple mais recent (copyright 2025), email/tel directs (Dr Alaahyari). Rien d'urgent.",,,
7043,antiage-nord.fr,,Lille,cliniques_esthetiques,https://antiage-nord.fr,0366726081,info@antiage-nord.fr,0,cliniques_esthetiques,general,50,25,"Site basique et peu actualise (avis/comments 2019-2021), present mais vieillissant. Contact email direct. A verifier l'interet reel de refonte.",a_verifier,,
7044,docteurdelaoustre.com,,Lille,cliniques_esthetiques,https://docteurdelaoustre.com,0850940218,estheticmedical@icloud.com,0,cliniques_esthetiques,general,30,5,"Villa Ermitage Lille - site tres recent (actualites sept 2026, video, tarifs). Contact direct. Aucune opportunite.",,,
7045,centreesthetiquelaserlille.com,,Lille,cliniques_esthetiques,https://centreesthetiquelaserlille.com,0366882508,cell.secretariat@gmail.com,0,cliniques_esthetiques,general,30,15,"Site mis a jour (avis et blog 2025), design soigne. Stack scraper dit obsolete mais rendu moderne - a surveiller.",,,
7046,esthetique-a.com,,Bordeaux,cliniques_esthetiques,https://esthetique-a.com,0582884082,contact@esthetique-a.com,0,cliniques_esthetiques,general,30,15,"Site moderne et actualise (blog recent, avis 4.7/5), contact direct. Stack scraper obsolete mais rendu recent.",,,
7047,maiia.com,,Bordeaux,cliniques_esthetiques,https://maiia.com,0337260504,support@maiia.com,0,cliniques_esthetiques,general,40,20,"URL = plateforme SaaS de prise de RDV Maiia, pas une clinique de Bordeaux. Donnee scrapee non fiable : vraie clinique a identifier.",a_verifier,,
7048,dr-cocchi.fr,,Bordeaux,cliniques_esthetiques,https://dr-cocchi.fr,,,0,cliniques_esthetiques,general,30,20,"Site riche et actif (blog, avis) mais accessible en HTTP uniquement (pas de HTTPS). Tel direct present, email absent CSV. Pas d'urgence de refonte.",,,
7049,antiageintegral.com,,Bordeaux,cliniques_esthetiques,https://antiageintegral.com,0869565217,,0,cliniques_esthetiques,general,45,30,"Site editorial 'forme/longevite' (contenus + ebooks), pas clairement une clinique locale. Copyright 2007-2026, design ancien. Cible commerciale reelle a confirmer.",a_verifier,,
