Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7121,mywizi.com,,Marseille,cliniques_esthetiques,https://mywizi.com,,,0,cliniques_esthetiques,general,85,100,"Editeur SaaS plateforme web mywizi.com, pas le commerce propre. Fiche erail/fr/nl. Email/tel = editeur.",a_verifier,,
7122,centre-jouvence.com,,Marseille,cliniques_esthetiques,https://centre-jouvence.com,,,0,cliniques_esthetiques,general,65,45,"Centre Jouvence Carry-le-Rouet (BDR). Greffe capillaire + laser. WP basique Jalis, images non optimisees. 04 42 45 32 38 / WhatsApp 07 81 60 24 50. Pas de Doctolib.",a_contacter,,
7123,rhinoplastie.drlarinicolas.com,,Marseille,cliniques_esthetiques,https://rhinoplastie.drlarinicolas.com,,,0,cliniques_esthetiques,general,10,0,"Dr Nicolas Lari - rhinoplastie Marseille. WP Jalis, blog actif, 04 84 88 53 91. Site sain, aucun besoin detecte.",,,
7124,clinique-esthetique.fr,,Lyon,cliniques_esthetiques,https://clinique-esthetique.fr,,,0,cliniques_esthetiques,general,60,55,"Clinique Esthetique Grand Lyon (Ambérieu 69480). WP date images 2015, attente ARS. 04 74 600 600. Opportunite refonte.",a_contacter,,
7125,cleage.fr,,Lyon,cliniques_esthetiques,https://cleage.fr,,,0,cliniques_esthetiques,general,10,0,"Centre Cleage Lyon Bellecour. Site moderne webp, 04 72 40 00 54. Aucun besoin detecte.",,,
7126,drmurielperraultdejotemps.com,,Paris,cliniques_esthetiques,https://drmurielperraultdejotemps.com,,,0,cliniques_esthetiques,general,10,0,"Dr Muriel Perrault de Jotemps - Paris 16e. WP webp, 01 56 90 03 43. Site sain.",,,
7127,booking.appartbeaute.com,,Paris,cliniques_esthetiques,https://booking.appartbeaute.com,,,0,cliniques_esthetiques,general,60,10,"Appart Beaute Paris (appartbeaute.com). Med esthetique depuis 2020, 2 adresses Paris (Opera + Rive Gauche). 01 89 74 42 72. Sous-domaine booking en erreur JS (page erreur). Site principal actif.",a_contacter,,
7128,m.yelp.com,,Lille,cliniques_esthetiques,https://m.yelp.com,,,0,cliniques_esthetiques,general,55,100,URL = fiche Yelp mobile. Pas le site propre du commerce. A verifier si vrai commerce derriere.,a_verifier,,
7129,chu-lille.fr,,Lille,cliniques_esthetiques,https://chu-lille.fr,,,0,cliniques_esthetiques,general,55,25,"CHU Lille - hopital public. Institutionnel, pas un commerce. Site non cible.",a_verifier,,
7130,docteur-maertens.com,,Lille,cliniques_esthetiques,https://docteur-maertens.com,,,0,cliniques_esthetiques,general,10,0,"Dr Maertens - chirurgien esthetique Lille. WP actif copyright 2026, 03 20 80 54 54. Site sain.",,,
7131,clinique-lille-sud.ramsaysante.fr,,Lille,cliniques_esthetiques,https://clinique-lille-sud.ramsaysante.fr,,,0,cliniques_esthetiques,general,55,25,"Clinique Lille Sud - groupe Ramsay Sante. Site corporate groupe, pas la page du commerce local.",a_verifier,,
7132,docteur-poiret.fr,,Lille,cliniques_esthetiques,https://docteur-poiret.fr,,,0,cliniques_esthetiques,general,65,45,"Dr Guillaume Poiret - chirurgien esthetique Lille/Lesquin. 03 20 38 46 65. WP copyright 2018, dernier article 2021. Doctolib present. Site datant, opportunite refonte.",a_contacter,,
7133,cliniquecebc.fr,,Bordeaux,cliniques_esthetiques,https://cliniquecebc.fr,,,0,cliniques_esthetiques,general,10,0,"Clinique CEBC Bordeaux. WP moderne, logo mis a jour 2025, 05 56 51 17 03. Site sain.",,,
7134,cg5.fr,,Bordeaux,cliniques_esthetiques,https://cg5.fr,,,0,cliniques_esthetiques,general,75,10,"Clinique George V Talence/Bordeaux. Dr Drossard/Julienne/Garreau. 05 35 54 97 27. WP moderne webp, actus 2025-2026, Doctolib, newsletter, Facebook, Instagram. Bonne opportunite contact.",a_contacter,,
7135,chu-bordeaux.fr,,Bordeaux,cliniques_esthetiques,https://chu-bordeaux.fr,,,0,cliniques_esthetiques,general,55,100,"CHU Bordeaux - hopital public. Institutionnel, pas un commerce. Site non cible.",a_verifier,,
7136,drpascal.fr,,Marseille,cliniques_esthetiques,https://drpascal.fr,,,0,cliniques_esthetiques,general,10,0,"Dr Sebastien Pascal - chirurgien esthetique Marseille 8e. WP Jalis, blog 2026, 04 30 22 04 49. Site sain.",,,
