Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7486,"Y2G - Expert comptable, Paris 13","
198 Av. de France, 75013 Paris, France",Paris,expertise_comptable,https://calendly.com/ygal-y2gexpertise/prendre-rdv,+33665442158,,,expertise_comptable,web,35,,calendly.com = plateforme prise de RDV — pas de site propre,a_verifier,,
7487,CABINET,"
38 Av. de Wagram, 75008 Paris, France",Paris,expertise_comptable,https://www.fiduciaire-yadan.fr/,+33175444908,y.yadan@fiduciaireyadan.fr,,expertise_comptable,web,1,5,no_favicon(+5),,,
7488,Expert-comptable Paris - EXPERTYM,,Paris,expertise_comptable,,,,,expertise_comptable,web,2,,"Aucun site, aucun contact — à vérifier (GMB)",a_verifier,,
7489,SECOFI Expert-Comptable Paris,"
24 Rue Godot de Mauroy, 75009 Paris, France",Paris,expertise_comptable,https://www.secofi.fr/,+33142665672,contact@groupe-secofi.fr,,expertise_comptable,web,1,10,no_favicon(+5); no_og(+5),,,
7490,Nexco - Expert Comptable Paris,"
29 Rue du Colisée, 75008 Paris, France",Paris,expertise_comptable,https://calendly.com/raphael-nexco/,+33159133579,,,expertise_comptable,web,35,,calendly.com = plateforme prise de RDV — pas de site propre,a_verifier,,
7491,Expert Comptable Paris Conseil Audit & Expertises | Expert Comptable Paris 17 Nouvelle Génération,"
25 Bd Berthier, 75017 Paris, France",Paris,expertise_comptable,https://calendly.com/ariel-zini/15min,+33973037308,,,expertise_comptable,web,35,,calendly.com = plateforme prise de RDV — pas de site propre,a_verifier,,
7492,DA Expertise Expert Comptable Paris,"
13 Rue Chaudron, 75010 Paris, France",Paris,expertise_comptable,https://calendly.com/daexpertise/15min,+33179733573,,,expertise_comptable,web,35,,calendly.com = plateforme prise de RDV — pas de site propre,a_verifier,,
7493,France expertise Comptable,"
11 Rue Ampère, 75017 Paris, France",Paris,expertise_comptable,http://www.france-expertise.fr/,+33148781347,secretariat@fec-fac.com,,expertise_comptable,web,2,25,pas_https(+15); no_og(+5); no_webp(+5); Drupal 7,a_verifier,,
7494,Expert-comptable à Paris - Numbr,"
15 Rue Auber, 75009 Paris, France",Paris,expertise_comptable,https://numbr.co/rendez-vous-activite-paris/,+33153837830,hello@numbr.co,,expertise_comptable,web,1,0,Site moderne,,,
7495,Expert comptable Paris - Audit-experts,"
24 Av. de Messine, 75008 Paris, France",Paris,expertise_comptable,https://calendly.com/frederic-janvier,+33158222020,,,expertise_comptable,web,35,,calendly.com = plateforme prise de RDV — pas de site propre,a_verifier,,
