Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7518,PICHAUREAUX,12 rue dulong 75017 Paris,paris,Restaurant gastronomique,https://esensall.com/,0464484449,contact@esensall.com,,Restaurant gastronomique,web,1,5,no_favicon(+5),,,
7519,DELTA - Restaurant Paris 6,8 rue Princesse - 75006 Paris I Capital de,paris,Restaurant,https://www.delta-paris.com/,0223337494,contact@delta-paris.com,,Restaurant,web,2,25,generator_Wix.com Website Builder(+20); no_og(+5),a_verifier,,
7520,C’est Comme À La Maison - CCALM,,paris,Restaurant,https://www.cestcommealamaison.fr/,,,0,Restaurant,web,1,0,Site moderne,,,
7521,L'Arlequin - Restaurant,"33 Rue du Faubourg Saint-Martin, 75010 Paris, France",paris,Restaurant,https://larlequinparis.fr/,+33 1 40 18 45 53,,,Restaurant,web,2,25,pas_https(+15); no_favicon(+5); no_og(+5),a_verifier,,
7522,Alleudium,,paris,Restaurant gastronomique,https://www.alleudium.com/?utm_source=gmb,0145268626,,,Restaurant gastronomique,web,2,,"403 anti-bot (site réel, non analysable)",a_verifier,,
7523,La Petite Rose des Sables,"6 Rue de Lancry, 75010 Paris, France",paris,Restaurant,,+33 1 40 18 35 30,,0,Restaurant,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7524,PIANTE,"148 Rue du Temple, 75003 Paris, France",parisien,Restaurant,https://lebanquet.paris/,+33 6 70 30 84 53,onvousrepond@bonaloi.fr,0,Restaurant,web,1,5,no_webp(+5),,,
7525,Il Pomod'oro Paris 3,"57 Rue Notre Dame de Nazareth, 75003 Paris, France",parisien,Restaurant italien,,+33 9 87 49 31 49,,0,Restaurant italien,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7526,Lucky Paris 3ème - 人间烟火,"47 Rue au Maire, 75003 Paris, France",parisien,Restaurant asiatique,https://www.luckyparis.fr/,0145324198,,70,Restaurant asiatique,web,2,25,generator_Wix.com Website Builder(+20); no_og(+5),a_verifier,,
7527,Salōn Marais,"3 Rue du Roi Doré, 75003 Paris, France",parisien,Restaurant méditerranéen,https://bookings.zenchef.com/results?rid=351957,+331 40 27 85 31,,35,Restaurant méditerranéen,web,2,,bookings.zenchef.com = plateforme — pas de site propre,a_verifier,,
7528,Yansai,"88 Rue des Gravilliers, 75003 Paris, France",parisien,Restaurant de cuisine fusion asiatique,https://yansai.fr/,+33 1 42 77 80 88,yansai.asian.food@gmail.com,56.99999999999999,Restaurant de cuisine fusion asiatique,web,1,0,Site moderne,,,
7529,Yoummah,"33 Rue Vivienne, 75002 Paris, France",parisien,Restaurant de spécialités du Moyen-Orient,http://yoummah.fr/,+33 1 72 60 89 79,,,Restaurant de spécialités du Moyen-Orient,web,2,,"403 anti-bot (site réel, non analysable)",a_verifier,,
7530,Big Black Cook,"5 Rue Tiquetonne, 75002 Paris, France",parisien,Restaurant caribéen,,+33 1 42 33 74 92,,,Restaurant caribéen,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7531,Armelle Crêperie - Bourse Paris 2,"7 Rue Saint-Marc, 75002 Paris, France",parisien,Crêperie,https://www.creperiearmelle.fr/,0343676589,paul.ruello@armellecrepes.com,,Crêperie,web,1,0,Site moderne,,,
7532,Restaurant Panurge,"24 Rue du Sentier, 75002 Paris, France",parisien,Restaurant français,https://www.restaurant-panurge.com/,+33 1 73 74 77 28,,,Restaurant français,web,2,25,generator_Wix.com Website Builder(+20); no_og(+5),a_verifier,,
7533,Fenouil Paris 2,"8 Rue Poissonnière, 75002 Paris, France",parisien,Restaurant,https://fenouil-paris.fr/,+33 6 33 33 37 36,contact@fenouil-paris.fr,,Restaurant,web,1,10,no_favicon(+5); no_og(+5),,,
7534,Zakuro,"4 Rue de Port-Mahon, 75002 Paris, France",parisien,Restaurant japonais authentique,,+33 9 81 13 27 72,,,Restaurant japonais authentique,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
