Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
8213,Test Hotel BJ,,Cotonou,,,+22990123456,,,,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
8214,Terminus Hotel,"
9CMH+2J4, Bohicon",Cotonou,Hôtel,,,,0,Hôtel,web,2,,"Pas de site, pas de téléphone — à vérifier",a_verifier,,
8215,Hôtel NoaGarden 3,"
Cotonou",Cotonou,Hôtel,,91409442,,0,Hôtel,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
8216,Valero Hotel,"
Rue 2676A, Cotonou",Cotonou,Hôtel,,96109294,,0,Hôtel,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
8217,Appart Hotel Les Orchidees,"
Rue 230, Boulevard de la Marina, Cotonou",Cotonou,Hôtel,,0165629658,,0,Hôtel,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
8218,Résidence Royale,"
9FC3+FQ7 CENTRE, Akpakpa, Rue 1207B, Cotonou",Cotonou,Hôtel,,52518484,,0,Hôtel,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
8219,Résidence hôtel perle bleue,"
Cotonou",Cotonou,Hôtel,,0151817323,,0,Hôtel,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
8220,HOTEL LUXE,"
92, Cotonou",Cotonou,Hôtel,,,,0,Hôtel,web,2,,"Pas de site, pas de téléphone — à vérifier",a_verifier,,
8221,L'annexe by L'imprévu,"
Cotonou",Cotonou,Hôtel,,66974040,,0,Hôtel,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
8222,Home Residence Hotel,"
Avenue du Canada, Cadjehoun, Cotonou",Cotonou,Hôtel,,61008484,,0,Hôtel,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
