Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
6866,abkalit peintre en bâtiment Paris,"
201 Rue Lecourbe, 75015 Paris, France",Paris,batiment,http://abkalit-peintre-en-batiment-paris.com/,+33185420652,,,batiment,web,2,15,"403 anti-bot sur toutes variantes (site réel, non analysable); pas_https(+15)",a_verifier,,
6867,"Rénovation SRD MOISE - Peintre Paris, carreleur Paris",,Paris,Peintre,,,,0,Peintre,web,2,,"Aucun site, aucun contact — à vérifier (GMB)",a_verifier,,
6868,MB DECO,,Paris,Peintre,,,,0,Peintre,web,2,,"Aucun site, aucun contact — à vérifier (GMB)",a_verifier,,
6869,SERGE,"
103 Av. Philippe Auguste, 75011 Paris, France",Paris,batiment,https://tpr-peinture.com/,+33660492945,,,batiment,web,1,5,no_favicon(+5),,,
6870,PEINTRE TOUPIN PARIS 15,"
75 Rue de Lourmel, 75015 Paris, France",Paris,batiment,https://www.peintre-toupin.fr/,+33623120391,,,batiment,web,1,5,no_favicon(+5),,,
6871,Avenir Rénovations Saint-Germain-en-Laye,"
48 Rue de la Procession, 78600 Maisons-Laffitte, France",Paris,batiment,https://www.avenir-renovations.fr/agence/avenir-renovations-78-saint-germain-en-laye/,+33159300870,,,batiment,web,35,5,avenir-renovations.fr = site réseau/franchise (agence d'un réseau national) — grand compte réseau,a_verifier,,
6872,Entreprise EDOUARD,"
12 Imp. Boutron, 75010 Paris, France",Paris,batiment,http://www.abc-edouard-peinture.fr/?utm_source=gmb,+33140051515,,,batiment,web,2,20,pas_https(+15); no_og(+5),a_verifier,,
6873,Monsieur Peinture,"
137 Rue d'Aboukir, 75002 Paris, France",Paris,batiment,https://calendly.com/monsieur-peinture/telephone,+33757902927,,,batiment,web,35,,calendly.com = plateforme prise de RDV — pas de site propre,a_verifier,,
6874,LEDOLICA (entreprise de peinture Paris),"
99 B Av. du Général Leclerc, 75014 Paris, France",Paris,batiment,http://www.ledolica-peintres-paris.fr/,+33145145263,devis@ledolica.fr,,batiment,web,2,20,pas_https(+15); no_webp(+5); IONOS MyWebsite,a_verifier,,
6875,EXPERT BATIMENT 94,"
54 Av. Rouget de Lisle, 94400 Vitry-sur-Seine, France",Paris,batiment,http://www.vitry-batiment.fr/,+33698820405,,,batiment,web,3,40,pas_https(+15); generator_Wix(+20); no_og(+5),a_contacter,,
