Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7721,Restaurant Bachaumont,"18 Rue Bachaumont, 75002 Paris, France",parisien,Restaurant français,https://www.hotelbachaumont.com/fr/page/restaurant-branche-paris.5859.html,+33 1 81 66 47 48,contact@hotelbachaumont.com,,Restaurant français,web,35,,hotelbachaumont.com = hôtel — grand compte,a_verifier,,
7722,Nomás Paris 2 - Mexican Street Food,"141 Rue St Denis, 75002 Paris, France",parisien,Restaurant mexicain,https://www.nomas-tacos.com/,0397893469,contact@nomas-tacos.com,,Restaurant mexicain,web,35,,nomas-tacos.com = réseau — grand compte,a_verifier,,
7723,La Noceria,"58 Rue d'Aboukir, 75002 Paris, France",parisien,Restaurant de tapas,https://www.lanoceria.com/,+33 1 53 40 81 67,,,Restaurant de tapas,web,1,5,no_webp(+5),,,
7724,GROUP,"44 Rue Notre Dame des Victoires, 75002 Paris, France",parisien,Restaurant français,https://www.fitz-group.fr/hollywood-savoy-paris,+33 1 83 64 82 95,contact@fitz-group.fr,,Restaurant français,web,35,,fitz-group.fr = groupe Fitz — grand compte,a_verifier,,
7725,SPRITZ,"14 Rue d'Alexandrie, 75002 Paris, France",parisien,Restaurant italien,http://www.barettoparis.fr/,0967404023,,,Restaurant italien,web,2,20,pas_https(+15); no_favicon(+5),a_verifier,,
7726,Vaudeville,"29 Rue Vivienne, 75002 Paris, France",parisien,Restaurant français,https://www.vaudevilleparis.com/,0140200462,,,Restaurant français,web,1,5,no_webp(+5),,,
7727,Brique Machine - Paris 2,"161 Rue Montmartre, 75002 Paris, France",parisien,Restaurant de type buffet,https://briquehouse.com/taprooms/brique-machine-6,+33 1 42 36 63 33,hello@briquehouse.fr,,Restaurant de type buffet,web,35,,briquehouse.com = réseau — grand compte,a_verifier,,
7728,Le Relais Du Vin - Paris,"85 Rue St Denis, 75001 Paris, France",parisien,Restaurant français,https://lerelaisduvin.com/,0924124006,,,Restaurant français,web,1,5,no_og(+5),,,
7729,1er Art,"42 Rue Coquillière, 75001 Paris, France",parisien,Bistro,,+33 1 42 36 69 11,,,Bistro,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7730,Alfred,"8 Rue du Mont Thabor, 75001 Paris, France",parisien,Restaurant français,http://alfred-paris.com/,0140264627,contact@alfred-paris.com,,Restaurant français,web,3,40,pas_https(+15); generator_Wix.com Website Builder(+20); no_og(+5),a_contacter,,
7731,Louise,"8 Rue Croix des Petits Champs, 75001 Paris, France",parisien,Brasserie,http://www.cafelouisepalaisroyal.com/,+33 1 83 96 07 87,contact@cafelouisepalaisroyal.com,,Brasserie,web,2,25,pas_https(+15); no_favicon(+5); no_og(+5),a_verifier,,
7732,LA RÉGALADE,"106 Rue Saint-Honoré, 75001 Paris, France",parisien,Restaurant français,http://www.laregalade.paris/,0802007273,contactstho@laregalade.paris,,Restaurant français,web,3,65,non_responsive(+40); pas_https(+15); no_favicon(+5); no_og(+5),a_contacter,,
7733,Le Florentin,"10 Rue Saint-Florentin, 75001 Paris, France",parisien,Restaurant français,https://www.leflorentinbistrot.com/,0142601342,,,Restaurant français,web,1,5,no_favicon(+5),,,
7734,Le Café Parisien,"111 Rue Monge, 75005 Paris, France",parisien,Restaurant français,,+33 1 43 31 45 75,,,Restaurant français,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7735,Le Parisien Saint-Martin,"337 Rue Saint-Martin, 75003 Paris, France",parisien,Restaurant,https://leparisiensaintmartin.com/,+33 1 42 72 11 33,,,Restaurant,web,1,5,no_favicon(+5),,,
7736,L’Empire Brasserie,"108 Rue Réaumur, 75002 Paris, France",paris,Brasserie,https://www.lempirebrasserie.com/,+33 1 42 36 11 12,,,Brasserie,web,2,,"403 anti-bot (site réel, non analysable)",a_verifier,,
7737,POPPY,"10 Rue Coquillière, 75001 Paris, France",paris,Restaurant,http://poppy-cafe.fr/,0189402728,,,Restaurant,web,2,20,pas_https(+15); no_webp(+5),a_verifier,,
