Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7939,Plombier Paris – PCA BAT | Dépannage 24h/24,"
234 Rue de Crimée, 75019 Paris, France",Paris,plomberie_chauffage,https://www.pcabat.fr/,+33759997625,contactpro.pcabat@gmail.com,,plomberie_chauffage,web,1,5,no_favicon(+5),,,
7940,M. Armani Plombier Paris 13,"
40 Rue des Terres au Curé, 75013 Paris, France",Paris,plomberie_chauffage,https://www.plombier24-7.com/plombier-paris-13-m-armani-plombier,+33186267269,,,plomberie_chauffage,web,2,25,generator_Wix.com Website Builder(+20); no_og(+5),a_verifier,,
7941,SALHI,"
73 Cr Albert Thomas, 69003 Lyon, France",Lyon,plomberie_chauffage,https://chauffageo.fr/,+33613666761,contact@chauffageo.fr,,plomberie_chauffage,web,3,40,non_responsive(+40),a_contacter,,
7942,Thermocom Plomberie,"
33 Quai Arloing CS 10306, 69009 Lyon, France",Lyon,plomberie_chauffage,https://thermocom.fr/,+33638980630,office@thermocom.fr,,plomberie_chauffage,web,1,0,Site moderne,,,
7943,VASILE Plombier Paris 15,"
70 Rue Castagnary, 75015 Paris, France",Paris,plomberie_chauffage,,+33187588884,,,plomberie_chauffage,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7944,LG. PLOMBERIE Paris 13,"
38 Rue Dunois, 75013 Paris, France",Paris,plomberie_chauffage,,+33140307890,,,plomberie_chauffage,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7945,BC Plomberie,"
63 Rue André Bollier, 69007 Lyon, France",Lyon,plomberie_chauffage,,+33658181476,,,plomberie_chauffage,web,5,,"Pas de site, téléphone présent — à contacter (création)",a_contacter,,
7946,Qualit'Energies,"
60 Cr Suchet, 69002 Lyon, France",Lyon,plomberie_chauffage,https://www.qualit-energies.fr/,+33613874203,qualitenergies@outlook.fr,,plomberie_chauffage,web,1,10,no_favicon(+5); no_og(+5),,,
7947,Plombier André Paris 18,"
39 bis Rue Championnet, 75018 Paris, France",Paris,plomberie_chauffage,https://www.plombier-paris18.fr/,+33185092343,artandredepannage@gmail.com,,plomberie_chauffage,web,1,10,no_og(+5); no_webp(+5),,,
7948,Plombier Atelier Albert Paris 17,"
21 Rue Descombes, 75017 Paris, France",Paris,plomberie_chauffage,https://www.atelieralbert-plombier-paris17.fr/,+33142279514,,,plomberie_chauffage,web,1,5,no_og(+5),,,
