Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7189,QUINTIAO,"
186 Av. Paul Santy, 69008 Lyon, France",Lyon,concessionnaires_auto,https://www.vroomiz.fr/boutique/asm-auto,+33695483358,contact@vroomiz.fr,0,concessionnaires_auto,web,2,,vroomiz.fr = marketplace — pas de site propre,a_verifier,,
7190,RENAULT,"
81 Bd Saint-Germain, 75006 Paris, France",Paris,concessionnaires_auto,https://www.retail-renault-group.fr/concessions-renault/147-paris-saint-germain?utm_source=google&utm_medium=gmb-organic&utm_campaign=google-gmb-organic-local-paris-rrg-rnlt-st-germain&utm_content=gmb-listing&partner=google-gmb-organic-local-paris-rrg-rnlt-st-germain-gmb-listing,+33170992200,,0,concessionnaires_auto,web,35,,retail-renault-group.fr = réseau Renault — grand compte,a_verifier,,
7191,GARAGE CARROSSERIE RLE,"
3 Imp. du Lutin, 69003 Lyon, France",Lyon,concessionnaires_auto,,+33487615068,,0,concessionnaires_auto,web,5,,Aucun site — création,a_contacter,,
7192,Garage St Gilbert,"
19 Rue Léo et Maurice Trouilhet, 69008 Lyon, France",Lyon,concessionnaires_auto,,+33478013858,,0,concessionnaires_auto,web,5,,Aucun site — création,a_contacter,,
7193,ALR automobiles,"
85 Rue André Bollier, 69007 Lyon, France",Lyon,concessionnaires_auto,https://garage.garage-premier.fr/fr/france-FR/CUST-IN0483/alr-automobiles/details,+33611784139,infos.garage1er@allianceautomotive.fr,0,concessionnaires_auto,web,35,,garage.garage-premier.fr = réseau Garage Premier — grand compte,a_verifier,,
7194,MUSY,"
12 bis Av. des Gobelins, 75005 Paris, France",Paris,concessionnaires_auto,https://www.eurorepar.fr/garage-gobelins-automobiles-paris-3519.html,+33143313807,,0,concessionnaires_auto,web,35,,eurorepar.fr = réseau Eurorepar — grand compte,a_verifier,,
7195,F2TAG PARIS,"
210 Av. de Versailles, 75016 Paris, France",Paris,concessionnaires_auto,http://www.f2tag.com/,+33788226861,,0,concessionnaires_auto,web,2,30,pas_https(+15); no_favicon(+5); no_og(+5); no_webp(+5),a_verifier,,
7196,MOTORS,"
200 Rue de la Croix Nivert, 75015 Paris, France",Paris,concessionnaires_auto,http://www.cash-auto-france.fr/,+33688048846,noorimotors75@gmail.com,0,concessionnaires_auto,web,1,15,pas_https(+15),,,
7197,Paris Luxury Automobiles,,Paris,concessionnaires_auto,,,,0,concessionnaires_auto,web,2,,"Aucun site, aucun contact — à vérifier (GMB)",a_verifier,,
7198,Motrio - Garage Saint Michel,"
50 Rue Saint-Michel, 69007 Lyon, France",Lyon,concessionnaires_auto,https://www.motrio.fr/garage-reparateur/garage-saint-michel-3408,+33478723086,,0,concessionnaires_auto,web,35,,motrio.fr = réseau Motrio — grand compte,a_verifier,,
